TransactionType,IsFraud,Year,Month,Day,hour,un_amount,standardised_amount,per_100k,FraudCount
0,0,2023,11,25,23,1,0.5798378104609804,3.0,1
1,0,2024,01,04,14,0,0.4123757189180016,4.0,1
0,0,2024,04,15,15,1,0.5026340078767282,1.0,1
1,0,2024,04,18,18,1,1.4367750610203438,6.0,1
1,0,2023,12,08,11,1,-0.42623117477778727,3.0,2
1,0,2024,04,29,10,1,0.456745720403204,6.0,1
0,0,2024,05,21,21,1,1.1362376290854184,1.0,2
1,0,2024,06,08,11,1,-0.7346234835381399,6.0,1
1,0,2024,09,30,16,1,0.8362478893563255,4.0,1
0,0,2024,01,22,09,1,1.3736032714057864,2.0,1
1,0,2024,01,16,11,1,-1.3778637144443973,1.0,1
0,0,2023,12,06,09,0,-0.13923352610858045,4.0,1
0,0,2024,07,30,05,1,-0.7867582352832527,8.0,2
0,0,2024,05,19,06,1,-0.46116561813465196,4.0,2
0,0,2023,12,16,17,1,0.9506947619372194,4.0,1
0,1,2023,11,17,18,0,0.06228947438702297,2.0,1
1,0,2023,11,24,01,1,0.7560699101100185,8.0,3
0,0,2024,09,11,22,0,-0.29868128613329453,6.0,1
1,0,2024,03,02,10,1,-0.8191344707419863,9.0,1
1,0,2024,05,12,22,1,-0.7789934850233422,1.0,2
1,0,2024,05,07,12,1,-1.5990967015372552,2.0,1
0,0,2024,06,02,15,0,-0.23028215571876237,6.0,1
0,0,2024,02,20,16,1,1.0869938602495754,8.0,1
1,0,2023,11,24,18,1,-1.0682928275195938,3.0,3
0,0,2024,03,10,07,1,1.2601061941691851,6.0,1
1,0,2024,04,10,09,1,-0.6621339936116906,8.0,2
0,0,2023,10,30,02,1,0.6171016788958182,6.0,3
1,0,2024,10,17,04,1,-0.7897740088217,6.0,1
1,0,2024,06,29,09,1,-1.3265678330398638,6.0,1
0,0,2024,02,15,11,1,0.8543771946506701,2.0,1
1,0,2024,07,19,11,0,0.20172913686700356,9.0,1
0,0,2023,11,02,14,0,-0.04002497591276082,2.0,2
0,0,2024,09,11,04,1,0.8364350753000912,6.0,2
0,0,2024,02,18,17,0,0.09888085998685062,6.0,2
0,0,2024,04,16,19,1,-0.66471993276075,9.0,1
0,0,2024,07,31,10,0,-0.2691821679583669,6.0,1
0,0,2024,10,13,11,1,1.6520111650999671,4.0,2
0,0,2024,01,26,20,1,-1.6032910532401534,2.0,3
0,0,2023,10,22,01,1,1.482462296924638,8.0,2
1,0,2023,12,10,19,1,1.5643734793539603,8.0,1
1,0,2024,06,08,04,1,-1.3008470978039106,2.0,2
1,0,2024,09,19,07,1,1.0118213717958178,4.0,2
0,0,2024,09,23,02,0,-0.1005414982509376,8.0,2
1,0,2023,10,29,13,1,-0.47506590766243817,8.0,2
0,0,2024,10,10,11,1,-1.1180149604339487,8.0,1
1,0,2024,03,08,19,1,0.8629253527493035,3.0,2
0,0,2024,04,23,13,1,-1.259513668295352,1.0,1
0,0,2024,05,03,07,1,1.049764655878398,8.0,1
0,0,2024,09,04,02,1,0.496761915492671,2.0,2
0,0,2024,07,23,16,1,-1.1776371499296894,6.0,4
0,0,2024,05,09,01,1,-1.6097108378300438,8.0,2
1,0,2024,08,19,09,0,0.3599775202890705,2.0,1
0,0,2024,06,29,07,1,1.359862436570838,4.0,1
1,0,2023,10,31,18,1,-0.4840023032740671,6.0,2
0,0,2024,06,27,17,1,1.0764906489605004,6.0,2
1,0,2024,02,18,03,1,0.9853796240357301,6.0,1
1,0,2024,10,04,13,1,1.3892714281802487,6.0,1
1,0,2024,09,08,12,1,0.5370554230914204,3.0,2
1,0,2024,09,13,16,1,1.648579422797596,4.0,1
1,0,2023,11,30,23,1,-0.7463191386171301,2.0,1
1,0,2024,05,29,13,1,-0.9872759779327072,6.0,1
1,0,2024,03,10,16,1,1.5552914946749585,2.0,1
1,0,2024,01,17,05,0,0.3977405512406171,6.0,1
1,0,2024,09,14,14,1,1.358607597466335,9.0,1
0,0,2024,02,08,14,1,-0.49804124905649444,2.0,1
1,0,2024,01,25,07,1,-0.6971654963468042,3.0,2
0,0,2024,02,08,12,1,-1.2744400141074832,3.0,1
1,0,2024,03,02,08,0,-0.01270276093570115,9.0,1
1,0,2024,03,09,06,1,-1.59477755920518,4.0,1
1,0,2024,08,12,08,1,-0.8020034904810589,8.0,1
0,0,2023,12,27,01,1,-0.7953271918200824,1.0,3
1,0,2024,09,14,22,1,-0.6201974093954422,3.0,1
0,0,2024,01,29,07,1,-1.5467608982229129,3.0,5
1,0,2024,03,25,03,1,-1.1957525895985694,8.0,3
0,0,2024,07,05,16,1,1.4274296294575228,1.0,1
0,0,2024,07,05,01,0,0.08333749384156593,3.0,3
0,0,2024,02,25,10,1,0.8493370397944603,9.0,3
1,0,2024,07,16,20,1,1.409279525724982,8.0,3
0,0,2023,12,30,11,0,0.1473897506730947,6.0,2
0,0,2024,01,22,04,1,0.5345526776951456,8.0,1
1,0,2023,12,13,03,1,-1.1218557386875116,8.0,5
1,0,2024,07,01,12,0,-0.127586400718715,4.0,1
1,0,2024,03,18,10,1,-1.167113140202418,3.0,1
1,0,2024,04,16,09,1,-1.6528190673980105,4.0,1
0,0,2024,04,15,00,1,-0.4939300911063811,4.0,1
0,0,2024,07,16,22,1,-1.2693721280003452,6.0,4
1,0,2024,07,17,22,1,1.500362819398824,4.0,2
1,0,2023,11,05,10,1,-1.6429190108166247,1.0,3
1,0,2024,06,21,02,1,1.3760020246110802,6.0,1
1,0,2024,03,26,16,0,0.3130701093439332,6.0,3
0,0,2024,05,08,15,1,-1.0142515522731639,1.0,4
0,0,2024,08,19,19,0,0.07669585924424943,6.0,1
1,0,2024,06,07,10,1,-1.6424198482999164,2.0,1
0,0,2024,07,30,04,1,-1.5176430847482487,8.0,1
1,0,2024,07,05,01,1,-0.5541485024970793,6.0,3
0,0,2023,11,11,16,1,-1.6171705443297433,1.0,2
0,0,2024,09,17,07,1,0.9477205852751645,4.0,2
0,0,2023,11,01,03,1,-1.1809441016028834,3.0,3
1,0,2024,01,09,15,1,0.5348854527062846,6.0,2
1,0,2024,01,30,14,1,1.412669671150961,6.0,1
0,0,2024,09,27,05,1,-0.49462337237958737,3.0,1
0,0,2023,12,22,22,0,0.36771453929805253,1.0,1
1,0,2023,12,06,01,1,0.6902012563426893,6.0,1
1,0,2024,06,16,08,1,1.0668679048883971,3.0,2
1,0,2024,01,15,22,1,0.7373582485461808,1.0,2
1,0,2023,11,01,12,1,-0.4813470359976871,2.0,1
0,0,2024,02,24,06,1,-1.2355192034296822,4.0,1
0,0,2024,02,20,00,1,1.7305183364778476,8.0,3
0,0,2023,11,07,02,0,0.023514252776595447,1.0,1
1,0,2023,11,02,03,1,-1.0199225930879912,6.0,3
1,0,2024,07,24,22,1,0.6721066151120052,3.0,2
1,0,2024,09,03,05,0,0.30908374202299704,3.0,1
0,0,2023,11,27,14,1,1.254019184590434,9.0,1
1,0,2023,11,09,17,0,0.06307981503847805,6.0,1
0,0,2024,05,23,17,1,0.9646227827159338,8.0,2
0,0,2023,11,26,09,1,0.4919921403330117,4.0,1
0,0,2024,09,23,15,1,0.6474812642877179,4.0,3
0,0,2024,01,03,05,0,0.26166330293568696,8.0,3
0,0,2024,08,12,16,1,-0.7515326137916413,8.0,1
1,0,2024,03,06,13,0,0.37389167544232077,6.0,1
1,0,2024,08,29,04,0,0.40990070477265533,6.0,1
0,0,2024,06,24,19,1,0.8455794552936822,2.0,1
0,0,2024,04,11,03,0,-0.12972863985292252,6.0,1
1,0,2024,09,22,08,0,-0.3599049553701417,6.0,1
0,0,2024,10,09,19,0,-0.21561925679044935,3.0,2
1,0,2024,10,14,23,1,1.5567751165996195,1.0,1
1,0,2024,04,15,05,0,0.2646166811595459,4.0,3
0,0,2024,09,30,22,1,-1.0376081983674836,9.0,1
1,0,2023,12,15,22,1,-0.5262439312505263,8.0,1
1,0,2024,08,17,19,1,-1.4523706528758769,9.0,1
0,0,2024,06,04,08,0,-0.15854140956737578,2.0,1
0,0,2024,03,25,04,1,0.9475888618332552,3.0,2
1,0,2024,01,12,06,1,-0.8579859532924666,3.0,2
1,0,2024,07,18,13,1,1.3826159279574681,6.0,1
0,0,2023,11,23,13,0,-0.2785969276485086,3.0,2
0,0,2023,12,01,14,1,0.5003392468624154,8.0,1
1,0,2024,07,04,06,1,1.3794268341007196,6.0,2
1,0,2024,05,14,22,0,-0.16884356928722097,2.0,1
1,0,2023,12,21,14,1,0.5201116287742586,6.0,3
0,0,2024,03,11,22,0,0.003117917718866433,1.0,1
0,0,2024,04,11,08,1,-0.7998196544704591,9.0,1
1,0,2024,03,08,14,1,-0.5985808992968702,4.0,3
0,0,2024,03,11,08,1,-1.4469491933194039,6.0,1
1,0,2023,12,23,00,1,1.3761684121166502,9.0,3
1,0,2024,07,20,15,1,1.2296018181481085,3.0,1
0,0,2024,08,23,04,1,1.136036577516188,8.0,2
0,1,2024,03,16,00,1,-0.9227176257717375,8.0,3
0,0,2024,07,07,10,1,1.7146699265723513,6.0,3
1,0,2024,08,26,13,1,1.6738148611423054,9.0,2
1,0,2024,07,25,11,1,-0.6601858732339809,6.0,2
1,0,2024,06,16,22,0,0.36239013911982837,6.0,2
1,0,2024,08,03,20,1,-1.4504987934382199,6.0,2
0,0,2023,11,13,20,1,0.45400725937403924,8.0,2
1,0,2024,04,07,14,1,-0.9154035083394113,6.0,2
0,0,2024,08,06,00,1,0.9808940941980852,8.0,2
0,0,2024,01,07,17,1,1.7177134313617273,4.0,1
0,0,2023,10,22,09,0,-0.08718890092898467,1.0,1
1,0,2024,06,17,11,1,1.2981188063790865,4.0,1
0,0,2023,12,06,19,1,0.4501456826822801,6.0,1
1,0,2024,06,12,15,0,0.021385879267852032,9.0,1
0,0,2024,01,26,08,1,1.492646598828038,6.0,1
1,0,2024,01,12,12,0,-0.05560300612170627,1.0,1
1,0,2024,08,23,01,1,1.3937846892688217,6.0,2
0,0,2024,04,04,23,0,-0.12512525219883255,6.0,2
1,0,2024,09,16,19,1,-0.6816290630142513,6.0,1
0,0,2024,01,31,17,1,-1.3044174963609232,6.0,2
1,0,2023,11,16,06,1,-1.0910809829698844,3.0,1
0,0,2024,03,30,12,1,-0.46516585108105224,8.0,3
0,0,2024,04,24,11,1,0.5594276097777873,6.0,1
1,0,2024,10,10,11,1,1.4354855578521797,4.0,1
0,0,2024,02,02,11,0,0.2560199933717879,6.0,4
0,0,2024,07,17,21,0,-0.2807876964718403,8.0,4
0,0,2024,03,24,11,1,-0.7097762827064266,6.0,1
0,0,2024,02,01,22,1,-1.5362646197465697,9.0,1
0,0,2023,12,28,12,1,1.1909860512305184,6.0,2
1,0,2024,09,10,09,1,0.969170707868167,6.0,2
1,0,2023,11,03,07,1,0.7557163366606834,6.0,2
0,0,2024,02,25,23,0,0.41988395510682563,2.0,1
0,0,2024,10,05,10,1,-0.6878547288476438,6.0,1
0,0,2024,09,03,21,0,-0.33690881553788915,3.0,2
0,0,2024,07,20,02,0,-0.4111731055237467,8.0,1
0,0,2023,10,29,20,0,0.20130623529034763,3.0,1
1,0,2024,01,10,09,1,-1.1852493783094944,1.0,2
0,0,2024,09,21,15,1,-1.189727975334407,2.0,1
0,0,2023,12,28,20,1,-1.6651525412483503,6.0,1
0,0,2024,06,20,20,0,0.01439760403393271,1.0,2
0,0,2024,02,09,21,1,-0.7301726177641554,3.0,1
0,0,2024,03,10,14,1,1.3980622347245046,1.0,2
1,0,2024,08,21,04,1,-0.6790847207415843,3.0,1
0,0,2024,03,09,01,1,0.5493403672526356,8.0,1
1,0,2024,06,30,14,0,0.29024728982998216,6.0,3
0,0,2024,04,02,09,0,0.38641926804915816,3.0,1
1,0,2024,06,17,14,1,1.5848044784753499,8.0,1
0,0,2024,07,29,13,1,-0.832438538374815,2.0,3
0,0,2024,09,01,04,0,-0.1332297102826141,8.0,3
1,0,2024,04,18,11,1,-1.067668874373708,8.0,3
1,0,2024,08,16,15,1,-1.117293947909814,8.0,1
1,0,2024,03,02,09,0,-0.07353819265955285,8.0,1
0,0,2024,02,25,07,1,-0.7285434067721207,8.0,1
1,0,2024,01,05,02,1,-1.0785395247375829,6.0,1
0,0,2024,06,17,14,0,0.1789756454803731,8.0,1
0,0,2024,04,11,15,1,0.522475717915892,9.0,1
1,0,2024,01,20,09,0,0.38468606486614243,9.0,1
1,0,2024,06,30,03,1,1.301536683055993,6.0,2
1,0,2023,11,21,19,1,-1.4337976475666803,6.0,2
1,0,2024,10,13,10,1,1.5042867914051714,6.0,1
1,0,2024,02,20,11,1,-0.7867513024705206,4.0,4
0,0,2024,07,16,22,0,0.18844586767237087,8.0,1
1,0,2024,03,13,16,1,1.3520006269326785,3.0,1
0,0,2024,05,03,03,1,-1.2763326719833363,6.0,2
0,0,2023,11,26,09,1,1.2666854334519133,6.0,1
1,0,2024,05,18,02,1,-1.510058587619372,2.0,1
1,0,2024,07,18,18,1,-1.1944492208049418,4.0,1
0,0,2024,08,11,09,1,-1.0097174927463946,9.0,1
1,0,2023,12,30,02,1,0.8072617993235708,8.0,2
0,0,2023,11,19,01,1,0.6735347745348101,8.0,2
0,0,2024,01,26,03,1,-1.566172773872689,6.0,2
0,0,2024,03,30,08,1,1.4295302717153375,4.0,1
0,0,2023,11,04,09,1,-0.9013714953697161,6.0,1
0,0,2024,07,18,12,1,-1.6099950831520582,1.0,2
1,0,2024,05,08,13,1,-1.1495245943011745,3.0,2
0,0,2024,07,01,00,0,-0.31498032886637434,4.0,3
1,0,2023,12,27,19,1,0.635945063901565,6.0,1
0,0,2024,08,14,11,1,-0.9881841764006073,8.0,1
0,0,2023,10,28,04,1,1.572699787445168,1.0,1
1,0,2024,01,09,13,1,-1.6026601672815357,1.0,2
0,0,2024,09,25,03,1,0.564128056810126,8.0,1
1,0,2024,08,04,21,0,0.3816009632003746,1.0,1
1,0,2023,12,03,21,0,-0.01592651885611045,9.0,2
0,0,2023,12,30,12,1,-0.49020023785653133,6.0,2
0,0,2024,10,20,02,1,-0.4579210617760467,6.0,3
1,0,2024,07,23,01,1,0.6730425448308336,8.0,1
0,0,2024,06,30,01,1,0.7674327901778697,6.0,1
0,0,2024,08,02,19,1,-0.5667038263548451,4.0,1
1,0,2024,08,13,23,1,0.5672686209777503,8.0,1
1,0,2024,09,04,23,1,1.177661185159494,3.0,1
0,0,2024,10,14,06,0,-0.016779254822154196,2.0,3
0,0,2024,04,17,05,0,0.2513958072795019,6.0,2
0,0,2024,03,11,01,1,-1.4574177405448188,4.0,1
1,0,2024,02,16,19,0,0.029559665478954132,3.0,1
0,0,2024,08,04,14,1,-1.5794491102545893,8.0,1
1,0,2024,06,24,16,1,-1.708330098943638,6.0,2
0,0,2024,08,26,06,1,1.6889561241491307,6.0,1
1,0,2024,08,26,05,1,-1.4070439232336498,1.0,2
0,0,2024,04,01,15,1,-1.2615311168003822,6.0,1
1,0,2024,02,21,21,1,-1.0242971979219226,1.0,1
0,0,2024,02,09,02,0,-0.09596584184777616,6.0,1
0,0,2024,08,06,00,1,-0.8447442809742266,3.0,1
0,0,2024,04,11,09,1,1.2359106777342859,9.0,4
1,0,2024,07,23,18,1,-1.1453579738492046,2.0,3
1,0,2024,07,07,04,1,-1.3534394151893396,6.0,2
1,0,2024,09,20,03,1,-0.4439930409973323,2.0,2
1,0,2024,04,16,06,1,1.3414974156436035,2.0,1
0,0,2024,08,30,23,0,0.4292293866696464,8.0,2
0,0,2024,06,18,23,1,1.0404816196301658,6.0,1
1,0,2024,07,13,08,1,-1.428112741126389,2.0,1
0,0,2024,08,29,19,1,1.0124869218180959,6.0,2
0,0,2024,07,10,09,1,-1.337168103707188,8.0,2
1,0,2024,05,09,16,1,-1.0223837416078736,2.0,1
0,0,2024,01,19,06,0,0.34430936351460845,3.0,1
1,0,2024,02,14,10,1,-1.250036513290622,8.0,1
1,0,2024,04,20,00,1,-0.6486982025369527,2.0,1
0,0,2024,05,17,08,1,0.6347248888607222,9.0,2
0,0,2024,05,10,03,1,1.5255635936798728,6.0,1
1,0,2024,06,20,03,0,-0.3016346643571532,4.0,1
0,0,2024,03,12,10,0,-0.32381273228702245,1.0,2
0,0,2024,08,07,18,1,1.343521796961366,3.0,1
0,0,2024,08,22,21,1,-0.805747209356373,6.0,1
0,1,2024,09,04,16,1,-1.545131687230878,4.0,4
0,0,2024,05,23,14,1,-1.617018022449638,9.0,2
1,0,2023,11,09,01,1,-0.4594948102662249,6.0,1
0,0,2023,11,07,15,1,-1.128282456090134,4.0,4
1,0,2023,12,07,09,0,-0.15961599554084535,1.0,1
1,0,2024,06,07,05,0,0.10435084923244846,1.0,1
0,0,2024,05,23,03,0,0.24098965536867537,9.0,1
1,0,2024,05,01,12,1,-0.7426586134946008,4.0,1
0,0,2024,06,25,11,1,1.213753408242613,3.0,3
0,0,2024,02,18,13,1,1.4064440053175686,6.0,1
1,0,2024,03,16,11,1,1.016147446940625,3.0,1
1,0,2024,04,30,10,1,-0.667146417216972,3.0,1
1,0,2024,06,17,07,1,0.9319345706842573,2.0,3
1,0,2024,04,21,13,0,-0.4296490514546943,8.0,1
0,0,2024,04,25,00,1,-0.4824840172857453,3.0,2
1,0,2024,08,06,15,1,1.1731340584454566,4.0,3
1,0,2024,03,13,01,1,-1.7154500976194667,6.0,2
0,0,2024,07,16,15,1,1.360202144394709,6.0,2
0,0,2024,08,09,19,1,0.6165401210645213,6.0,1
1,0,2024,02,08,12,1,-0.45933535557338745,8.0,2
0,0,2023,12,19,00,0,-0.40487811156303366,4.0,2
0,0,2023,12,25,10,1,1.6208273734311487,2.0,2
1,0,2024,05,28,02,1,0.5017119437833638,6.0,1
0,0,2023,12,11,03,1,-1.099857923888676,6.0,3
1,0,2024,04,03,16,0,-0.28485032473282923,3.0,1
1,0,2024,06,15,20,1,-1.192903203565692,1.0,1
1,0,2024,05,23,19,1,-1.709002581778648,6.0,1
1,0,2024,08,22,22,1,1.1476767700933221,4.0,1
1,0,2024,07,11,08,1,-1.1053417787597377,2.0,1
0,0,2024,04,26,06,1,1.3845363170842497,9.0,1
0,0,2024,01,08,11,1,-0.9906938546096141,8.0,2
0,0,2024,10,20,22,0,-0.14651297947724645,1.0,1
0,0,2024,09,07,15,1,1.3696931650249033,2.0,1
0,0,2024,08,12,01,1,0.7488805833068692,6.0,3
1,0,2024,03,11,02,1,-1.2582380307526522,6.0,1
0,1,2024,04,28,00,1,1.0607600968714497,9.0,1
1,0,2024,09,21,09,1,1.1900917183880824,6.0,1
0,0,2024,06,26,07,1,-1.6820062089999952,3.0,1
1,0,2024,08,14,23,1,1.2966975797690135,8.0,1
0,0,2024,06,13,23,1,0.9075588011183243,6.0,1
0,0,2024,03,12,03,1,1.2020924172272833,4.0,1
0,0,2024,03,07,09,1,0.7251564981377503,4.0,2
1,0,2024,05,06,15,0,-0.20662739867696361,6.0,1
0,0,2024,03,04,19,1,-0.6863503084847862,1.0,1
0,0,2024,10,05,21,1,-1.2486222194932812,4.0,1
0,0,2023,10,30,13,0,0.061693252492065476,1.0,1
0,0,2024,05,30,09,1,0.995633254066451,8.0,3
0,0,2023,11,27,06,1,0.4551303750366334,1.0,2
1,0,2023,12,21,08,1,-0.4343980281761573,6.0,1
0,1,2024,05,07,09,1,-0.5102499322776572,8.0,3
0,0,2024,09,25,19,1,-1.2377377035039425,2.0,2
0,0,2024,06,11,12,0,0.1553416868767707,6.0,2
0,0,2024,02,24,16,1,0.7698246105704313,9.0,2
1,0,2024,05,22,19,0,-0.24962470324121752,6.0,1
0,0,2024,05,16,12,0,0.34301986034644466,2.0,1
0,0,2024,03,25,14,1,-0.9123184066736433,1.0,1
0,0,2024,04,28,23,1,-1.371443929854507,9.0,1
0,0,2024,01,18,07,0,-0.12720509601845142,3.0,1
1,0,2024,01,29,11,1,0.4433653918303228,8.0,1
0,0,2024,02,02,06,1,0.9736701033312759,8.0,2
1,0,2024,03,27,06,0,0.00887908509921064,1.0,2
0,0,2024,05,14,14,1,-1.4885738009627092,1.0,2
1,0,2024,05,22,15,1,-0.7017827496263581,1.0,3
1,0,2024,08,27,20,1,0.9385900709070376,3.0,1
0,0,2024,02,03,15,1,-1.3370294474525468,8.0,1
1,0,2024,04,05,00,0,0.15308158992611834,1.0,2
1,0,2023,12,05,22,1,-1.643626157715295,6.0,1
1,0,2024,02,05,20,1,-1.710416875575989,8.0,2
1,0,2024,10,07,04,1,-1.4000140511233379,6.0,2
1,0,2024,04,29,20,1,1.4604159524366778,9.0,2
0,0,2024,02,18,16,1,0.4599902767618096,4.0,1
1,0,2024,03,09,06,1,-1.5288326444977982,1.0,2
1,0,2024,09,27,04,0,-0.26031510047405854,3.0,1
1,0,2024,09,22,16,1,0.9762075127912109,8.0,1
1,0,2024,05,14,21,0,-0.3158885273342746,1.0,3
1,0,2024,03,07,16,0,-0.03663483048678217,6.0,1
1,0,2023,11,09,07,1,-1.5224752552224965,1.0,1
0,0,2024,06,20,06,1,-1.1678410855392847,9.0,2
0,1,2023,12,15,10,1,-1.58459325730178,6.0,1
1,0,2023,11,16,04,1,-1.3779954378863064,6.0,1
0,0,2023,12,12,11,1,1.0574184811345952,6.0,2
0,0,2024,01,24,23,1,0.5505674751062107,4.0,2
1,0,2024,08,05,03,1,-0.8003742794890243,3.0,1
1,0,2024,07,22,22,1,1.48001501403022,2.0,1
1,0,2024,02,23,23,1,1.024189509709818,6.0,2
1,0,2024,04,26,14,0,-0.4079840116669978,8.0,1
1,0,2024,04,22,13,1,0.6888216266090086,6.0,2
1,0,2024,08,11,19,1,-1.0070622254700146,9.0,2
1,0,2023,11,25,17,1,1.2355016417830942,9.0,1
0,0,2024,02,09,17,0,-0.11282644241215317,2.0,1
0,0,2024,05,28,16,1,1.4771517623718777,9.0,2
0,0,2024,06,06,06,1,0.48037274619407416,6.0,4
0,0,2024,03,19,03,1,-1.6654783834467572,4.0,2
1,0,2023,10,24,11,0,-0.34077732504238034,6.0,1
1,0,2024,02,27,17,0,0.036742059469371355,4.0,2
0,0,2024,02,26,23,0,0.1996700914855807,1.0,1
0,0,2024,05,29,00,1,-0.49928222253553367,3.0,1
0,0,2024,04,07,01,1,1.4034698286555132,9.0,1
1,0,2024,05,14,15,1,-1.3210701125433382,6.0,3
1,0,2023,10,23,19,1,-0.8069327203335556,4.0,1
0,0,2024,05,07,10,1,-0.6027197884979117,4.0,3
0,0,2024,06,01,21,1,-0.6213343906835006,1.0,1
1,0,2024,10,04,12,1,-1.5790470071161298,2.0,1
1,0,2023,12,14,21,1,-1.575684592941079,4.0,1
1,0,2024,08,15,20,0,0.163730390282567,3.0,1
0,0,2024,07,15,09,0,-0.22722478530392243,2.0,2
1,0,2024,02,05,11,0,0.14433238025825507,2.0,4
1,0,2024,03,29,09,1,-1.4619725985097838,1.0,1
1,0,2024,03,12,06,0,0.2081350558314295,6.0,1
1,0,2024,04,07,07,1,0.9939971102616841,4.0,1
0,0,2024,06,18,08,0,-0.09824673723662482,6.0,1
0,0,2024,02,11,16,1,0.5502624313460003,8.0,1
1,0,2024,08,18,11,1,1.3847373686534796,8.0,3
0,0,2023,12,06,09,1,0.5605992551295059,8.0,1
0,0,2024,04,30,21,0,0.10193129758895834,8.0,4
1,0,2024,04,27,13,1,1.6409602616050591,8.0,1
0,0,2024,05,11,06,1,-0.9268634477855112,8.0,2
0,0,2024,02,22,20,0,-0.34725950494685903,4.0,1
0,0,2023,11,28,15,1,-0.6736424627469149,1.0,3
0,0,2024,05,03,08,0,-0.29596362354232586,6.0,1
1,0,2023,12,23,02,1,1.3740539042333708,2.0,3
1,0,2024,04,11,10,1,1.0784803662146023,6.0,1
1,0,2024,02,05,23,1,-0.8568073751280159,6.0,1
1,0,2024,04,19,04,1,1.6352060270374469,2.0,3
1,0,2024,03,17,01,1,1.3799259966174282,6.0,1
1,0,2024,01,31,13,1,1.7243689315845079,3.0,1
0,0,2024,01,02,21,0,-0.24803708912557515,6.0,1
0,0,2024,07,21,04,0,-0.23265317767312763,2.0,1
0,0,2024,01,23,20,0,0.03780971263010901,6.0,1
0,0,2023,10,28,04,1,0.4974274655149491,8.0,1
0,0,2023,12,12,00,1,-1.4875269462401677,1.0,1
1,0,2024,03,23,12,0,0.30788436542035014,4.0,4
1,0,2024,03,13,10,1,0.700094380111343,8.0,1
0,0,2024,10,09,07,1,1.2532011126880505,9.0,1
1,0,2024,01,22,18,0,0.38650246180194314,1.0,1
0,0,2023,12,24,06,1,0.8698720311068305,1.0,1
1,0,2024,08,21,02,1,1.3895556735022632,4.0,1
0,0,2023,12,29,20,1,0.7174957400688207,6.0,2
1,0,2024,09,15,06,1,1.1640798050173828,8.0,1
1,0,2024,06,24,09,1,-0.8983071921421444,8.0,3
0,0,2023,11,12,11,0,-0.42071265584306516,6.0,1
1,0,2024,04,21,03,0,-0.3722314964077495,4.0,2
0,0,2024,08,08,23,0,0.4147467408723671,4.0,1
1,0,2024,05,15,11,1,1.020355664268987,8.0,1
0,0,2024,04,24,20,1,-1.1017020520754048,8.0,1
0,0,2024,05,05,19,1,1.7157999750476778,3.0,2
1,0,2024,06,04,01,0,0.1947963241349407,6.0,2
1,0,2024,08,30,22,1,-0.9038811735787229,2.0,4
1,0,2024,08,25,10,1,-0.9493742907265194,6.0,2
1,0,2024,02,17,01,1,1.655588496469712,3.0,1
0,0,2024,09,19,23,1,-0.5134043620707458,4.0,1
1,0,2024,06,15,14,1,-1.7025689315632937,4.0,1
1,0,2024,09,07,08,0,0.26732741093778234,8.0,1
1,0,2024,05,27,09,0,0.4050130717965509,4.0,1
1,0,2024,01,15,12,1,-1.6251918086607402,6.0,1
0,0,2024,09,16,00,1,-1.3583825106673004,8.0,1
1,0,2024,08,18,04,1,-0.5365530237831037,3.0,3
0,0,2024,07,07,07,1,0.5724820961522615,8.0,2
1,0,2024,06,25,13,1,-1.3113225778420579,8.0,2
0,0,2024,10,17,11,0,-0.3544349661245442,1.0,2
1,1,2024,01,03,05,1,-0.6711743814143005,9.0,3
1,0,2024,04,28,08,1,1.6802762426085878,1.0,1
1,0,2024,10,11,23,1,-0.7118769249642416,4.0,2
0,0,2024,09,24,14,0,-0.037972863344070185,1.0,3
0,0,2024,02,24,14,1,-1.5850092260657036,6.0,2
0,0,2023,12,07,04,1,0.9070249745379555,2.0,1
1,0,2024,05,19,15,1,0.9737671627095248,4.0,1
0,0,2024,04,04,19,1,0.7257180559690474,2.0,1
0,0,2024,10,20,06,1,-0.7681644315358601,8.0,2
1,0,2024,08,20,18,1,-1.6717387133438102,3.0,1
0,0,2024,02,20,21,1,0.437014935367753,9.0,3
0,0,2024,06,18,07,1,-0.7827926664005127,2.0,2
0,0,2024,10,20,00,1,0.7624550306362483,6.0,2
1,0,2024,05,10,04,1,1.233581252656313,9.0,1
0,0,2024,04,24,01,1,1.5089941712502422,4.0,3
1,0,2024,06,04,01,0,-0.34456264079408666,3.0,2
0,0,2024,01,10,07,1,1.4390767548473884,6.0,1
1,0,2023,11,11,18,1,-0.8017539092227046,6.0,3
0,0,2024,02,05,15,1,-1.4801227022423247,1.0,2
0,0,2023,12,08,18,1,-0.8618059331078333,8.0,2
1,0,2023,12,09,08,1,-1.6493665266574433,1.0,1
0,0,2024,02,21,12,1,-1.713952610069341,6.0,2
1,0,2023,12,17,20,0,-0.09205573546689279,1.0,1
1,0,2024,06,10,08,0,0.12758270469759098,8.0,2
0,0,2024,03,13,19,0,-0.30372144098950427,8.0,3
1,0,2024,02,02,14,1,0.5696465757448481,2.0,1
0,0,2024,07,31,07,1,-0.5660036122689067,6.0,2
1,0,2024,09,13,17,1,0.7243106949844385,3.0,1
1,0,2024,03,10,20,1,-1.188521665919028,4.0,2
0,0,2024,05,21,03,1,-1.5383444635661885,8.0,1
1,0,2024,03,13,06,1,-1.1180149604339487,8.0,1
